"Location","Sample","Analyte 12","Analyte 13","Analyte 14","Analyte 15","Analyte 18","Analyte 19","Analyte 20","Analyte 21","Analyte 22","Analyte 25","Analyte 26","Analyte 27","Analyte 28","Analyte 29","Analyte 30","Analyte 33","Analyte 34","Analyte 35","Analyte 36","Analyte 37","Analyte 38","Analyte 39","Analyte 42","Analyte 43","Analyte 44","Analyte 45","Analyte 46","Analyte 47","Analyte 48","Analyte 51","Analyte 52","Analyte 53","Analyte 54","Analyte 55","Analyte 56","Analyte 57","Analyte 61","Analyte 62","Analyte 63","Analyte 64","Analyte 65","Analyte 66","Analyte 67","Analyte 72","Analyte 73","Analyte 74","Analyte 75","Analyte 76","Analyte 77","Analyte 78","Total Events"
"54(1,F7)","Unknown56","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","12"
"57(1,A8)","Unknown29","NaN","701.84","NaN","NaN","NaN","273.84","NaN","NaN","NaN","NaN","324.02","NaN","NaN","168.67","1163.92","NaN","NaN","NaN","NaN","77.26","NaN","1541.41","NaN","NaN","NaN","1124.14","NaN","NaN","NaN","NaN","1115.51","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","3893"
"58(1,B8)","Unknown30","NaN","703.76","NaN","NaN","NaN","280.88","NaN","NaN","NaN","NaN","446.89","NaN","NaN","139.74","4525.34","NaN","NaN","NaN","NaN","61.4","NaN","3011.42","NaN","NaN","NaN","1132.41","NaN","NaN","NaN","NaN","1055.8","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","5252"
"59(1,C8)","Unknown31","NaN","387.37","NaN","NaN","NaN","199.43","NaN","NaN","NaN","NaN","320.43","NaN","976.78","172.7","570.01","NaN","NaN","NaN","2436.03","664.04","2439.66","1800.75","NaN","NaN","NaN","615.07","NaN","NaN","NaN","819.08","780.77","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","4425"
"60(1,D8)","Unknown32","NaN","386.67","NaN","NaN","NaN","159.31","NaN","NaN","NaN","NaN","170.45","NaN","23.31","79.58","742.74","NaN","NaN","NaN","NaN","48.35","NaN","873.63","NaN","NaN","NaN","559.02","NaN","NaN","NaN","NaN","922.85","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","4899"
"65(1,A9)","Unknown33","NaN","419.01","NaN","NaN","NaN","202.37","NaN","NaN","NaN","NaN","486.37","NaN","NaN","130.74","845.01","NaN","NaN","NaN","NaN","63.57","NaN","1903.57","NaN","NaN","NaN","1116.99","NaN","NaN","NaN","NaN","878.19","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","4559"
"66(1,B9)","Unknown34","NaN","410.12","NaN","NaN","NaN","260.38","NaN","NaN","NaN","NaN","231.74","NaN","NaN","121.81","1018.6","NaN","NaN","NaN","NaN","59.42","NaN","1412.08","NaN","NaN","NaN","660","NaN","NaN","NaN","NaN","1107.98","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","4710"
"67(1,C9)","Unknown35","NaN","535.78","NaN","NaN","NaN","222.72","NaN","NaN","NaN","NaN","191.02","NaN","NaN","143.83","1301.31","NaN","NaN","NaN","NaN","66.25","NaN","2664.89","NaN","NaN","NaN","808.32","NaN","NaN","NaN","NaN","965.87","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","5685"
"68(1,D9)","Unknown36","NaN","389.34","NaN","NaN","NaN","183.75","NaN","NaN","NaN","NaN","220.75","NaN","NaN","75.6","1394.52","NaN","NaN","NaN","NaN","53.32","NaN","628.49","NaN","NaN","NaN","657.19","NaN","NaN","NaN","NaN","613.83","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","6166"
"69(1,E9)","Unknown57","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","1666.09","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","506.85","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","56"
"73(1,A10)","Unknown37","NaN","504.98","NaN","NaN","NaN","515.65","NaN","NaN","NaN","NaN","235.2","NaN","NaN","144.5","1016.43","NaN","NaN","NaN","NaN","63.59","NaN","2857.93","NaN","NaN","NaN","749.45","NaN","NaN","NaN","NaN","803.88","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","4027"
"74(1,B10)","Unknown38","NaN","675.83","NaN","NaN","NaN","141.66","NaN","NaN","NaN","NaN","139.41","NaN","NaN","173.15","871.79","NaN","NaN","NaN","NaN","68.04","NaN","1301.03","NaN","NaN","NaN","753.15","NaN","NaN","NaN","NaN","879.9","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","2829"
"75(1,C10)","Unknown39","NaN","395.71","NaN","NaN","NaN","180.77","NaN","NaN","NaN","NaN","219.23","NaN","NaN","125.07","560.75","NaN","NaN","NaN","NaN","50.58","NaN","2081.26","NaN","NaN","NaN","471.97","NaN","NaN","NaN","NaN","722.38","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","5436"
"76(1,D10)","Unknown40","NaN","418.03","NaN","NaN","NaN","194.92","NaN","NaN","NaN","NaN","303.53","NaN","NaN","131.09","929.58","NaN","NaN","NaN","NaN","59.12","NaN","1494.61","NaN","NaN","NaN","755.47","NaN","NaN","NaN","NaN","834.48","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","4907"
"81(1,A11)","Unknown41","NaN","512.73","NaN","NaN","NaN","355.21","NaN","NaN","123.52","NaN","555.7","NaN","NaN","229.51","1310.59","NaN","NaN","NaN","NaN","504.15","NaN","1197.62","NaN","NaN","NaN","819.73","NaN","NaN","NaN","NaN","801.56","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","5002"
"82(1,B11)","Unknown42","NaN","711.54","NaN","NaN","NaN","292.72","NaN","NaN","NaN","NaN","573.69","NaN","NaN","133.29","1001.31","NaN","NaN","NaN","NaN","71.64","NaN","1522.12","NaN","NaN","NaN","981.26","NaN","NaN","NaN","NaN","979.55","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","3565"
"83(1,C11)","Unknown43","NaN","787.75","NaN","NaN","NaN","255.93","NaN","NaN","NaN","NaN","294.2","NaN","NaN","102.67","1158.79","NaN","NaN","NaN","NaN","99.33","NaN","895.63","NaN","NaN","NaN","1069.48","NaN","NaN","NaN","NaN","994.45","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","5885"
"84(1,D11)","Unknown44","NaN","494.01","NaN","NaN","174.69","272.14","NaN","NaN","NaN","NaN","331.75","NaN","NaN","119.26","1021.68","NaN","NaN","NaN","NaN","519","NaN","2506.09","NaN","NaN","NaN","864.26","NaN","NaN","NaN","NaN","2504.8","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","5025"
"85(1,E11)","Unknown58","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","47"
"86(1,F11)","Unknown59","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","8"
"89(1,A12)","Unknown45","NaN","752.87","NaN","NaN","NaN","239.29","NaN","NaN","NaN","NaN","435.08","NaN","NaN","161.41","1265.77","NaN","NaN","NaN","NaN","84.36","NaN","1718.87","NaN","NaN","NaN","1091.79","NaN","NaN","NaN","NaN","962.35","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","4118"
"90(1,B12)","Unknown46","NaN","716.94","NaN","NaN","NaN","323.61","NaN","NaN","NaN","NaN","419.13","NaN","NaN","160.69","1224.05","NaN","NaN","NaN","NaN","82.44","NaN","1743.84","NaN","NaN","NaN","1189.78","NaN","NaN","NaN","NaN","1195.66","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","3904"
"91(1,C12)","Unknown47","NaN","705.83","NaN","NaN","NaN","280.32","NaN","NaN","NaN","NaN","299.01","NaN","NaN","100.18","1112.46","NaN","NaN","NaN","NaN","65.51","NaN","1010.48","NaN","NaN","NaN","1026.92","NaN","NaN","NaN","NaN","1031.44","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","5410"
"92(1,D12)","Unknown48","NaN","552.65","NaN","NaN","NaN","332.52","NaN","NaN","NaN","NaN","283.58","NaN","NaN","145.8","1239.44","NaN","NaN","NaN","NaN","860.74","NaN","2131.96","NaN","NaN","NaN","966.04","NaN","NaN","NaN","NaN","899.65","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","4957"
"93(1,E12)","Unknown60","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","31"

"DataType:","Trimmed Count"
"Location","Sample","Analyte 12","Analyte 13","Analyte 14","Analyte 15","Analyte 18","Analyte 19","Analyte 20","Analyte 21","Analyte 22","Analyte 25","Analyte 26","Analyte 27","Analyte 28","Analyte 29","Analyte 30","Analyte 33","Analyte 34","Analyte 35","Analyte 36","Analyte 37","Analyte 38","Analyte 39","Analyte 42","Analyte 43","Analyte 44","Analyte 45","Analyte 46","Analyte 47","Analyte 48","Analyte 51","Analyte 52","Analyte 53","Analyte 54","Analyte 55","Analyte 56","Analyte 57","Analyte 61","Analyte 62","Analyte 63","Analyte 64","Analyte 65","Analyte 66","Analyte 67","Analyte 72","Analyte 73","Analyte 74","Analyte 75","Analyte 76","Analyte 77","Analyte 78","Total Events"
"1(1,A1)","Unknown1","NaN","466","NaN","NaN","NaN","726","NaN","NaN","NaN","NaN","111","NaN","NaN","775","404","NaN","NaN","NaN","NaN","708","NaN","985","NaN","NaN","NaN","329","NaN","NaN","NaN","NaN","614","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","5687"
"2(1,B1)","Unknown2","NaN","487","NaN","NaN","NaN","983","NaN","NaN","NaN","NaN","185","NaN","NaN","1229","931","NaN","NaN","NaN","NaN","1143","NaN","1564","NaN","NaN","NaN","495","NaN","NaN","NaN","NaN","891","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","8790"
"3(1,C1)","Unknown3","NaN","310","NaN","NaN","NaN","593","NaN","NaN","NaN","NaN","83","NaN","NaN","538","266","NaN","NaN","NaN","NaN","578","NaN","549","NaN","NaN","NaN","99","NaN","NaN","NaN","NaN","265","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","3651"
"4(1,D1)","Unknown4","NaN","553","NaN","NaN","NaN","791","NaN","NaN","NaN","NaN","138","NaN","NaN","890","553","NaN","NaN","NaN","NaN","855","NaN","1304","NaN","NaN","NaN","351","NaN","NaN","NaN","NaN","797","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","6966"
"5(1,E1)","Unknown49","NaN","436","NaN","NaN","NaN","748","NaN","NaN","NaN","NaN","118","NaN","NaN","1007","893","NaN","NaN","NaN","NaN","1126","10","1431","NaN","NaN","NaN","727","NaN","NaN","NaN","NaN","758","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","8100"
"6(1,F1)","Unknown51","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","34"
"9(1,A2)","Unknown5","NaN","410","NaN","NaN","NaN","608","NaN","NaN","NaN","NaN","100","NaN","NaN","660","389","NaN","NaN","NaN","NaN","676","NaN","729","NaN","NaN","NaN","278","NaN","NaN","NaN","NaN","540","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","4889"
"10(1,B2)","Unknown6","NaN","194","NaN","NaN","NaN","418","NaN","NaN","NaN","NaN","71","NaN","NaN","435","215","NaN","NaN","NaN","NaN","420","NaN","346","NaN","NaN","NaN","100","NaN","NaN","NaN","NaN","232","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","2704"
"11(1,C2)","Unknown7","NaN","304","NaN","NaN","NaN","612","NaN","NaN","NaN","NaN","101","NaN","NaN","698","311","NaN","NaN","NaN","NaN","641","NaN","655","NaN","NaN","NaN","219","NaN","NaN","NaN","NaN","449","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","4439"
"12(1,D2)","Unknown8","NaN","369","NaN","NaN","NaN","675","NaN","NaN","NaN","NaN","112","NaN","NaN","624","389","NaN","NaN","NaN","NaN","711","NaN","813","NaN","NaN","NaN","191","NaN","NaN","NaN","NaN","443","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","4822"
"13(1,E2)","Unknown50","NaN","187","NaN","NaN","NaN","479","NaN","NaN","NaN","NaN","82","NaN","NaN","493","404","NaN","NaN","NaN","NaN","581","NaN","677","NaN","NaN","NaN","156","NaN","NaN","NaN","NaN","330","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","3770"
"17(1,A3)","Unknown9","NaN","417","NaN","NaN","NaN","671","NaN","NaN","NaN","NaN","124","NaN","NaN","714","387","NaN","NaN","NaN","NaN","707","NaN","770","NaN","NaN","NaN","243","NaN","NaN","NaN","NaN","533","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","5081"
"18(1,B3)","Unknown10","NaN","513","NaN","NaN","NaN","782","NaN","NaN","NaN","NaN","142","NaN","NaN","756","522","NaN","NaN","NaN","NaN","765","NaN","1058","NaN","NaN","NaN","343","NaN","NaN","NaN","NaN","696","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","6204"
"19(1,C3)","Unknown11","NaN","353","NaN","NaN","NaN","570","NaN","NaN","NaN","NaN","119","NaN","NaN","605","332","NaN","NaN","NaN","NaN","642","NaN","730","NaN","NaN","NaN","224","NaN","NaN","NaN","NaN","452","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","4516"
"20(1,D3)","Unknown12","NaN","350","NaN","NaN","NaN","688","NaN","NaN","NaN","NaN","117","NaN","NaN","689","328","NaN","NaN","NaN","NaN","703","NaN","738","NaN","NaN","NaN","249","NaN","NaN","NaN","NaN","530","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","4883"
"21(1,E3)","Unknown52","NaN","NaN","NaN","NaN","NaN","11","NaN","NaN","NaN","NaN","NaN","NaN","NaN","8","21","NaN","NaN","NaN","NaN","9","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","9","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","93"
"22(1,F3)","Unknown53","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","16"
"25(1,A4)","Unknown13","NaN","373","NaN","NaN","NaN","639","NaN","NaN","NaN","NaN","106","NaN","NaN","722","319","NaN","NaN","NaN","NaN","702","NaN","803","NaN","NaN","NaN","212","NaN","NaN","NaN","NaN","515","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","4890"
"26(1,B4)","Unknown14","NaN","278","NaN","NaN","NaN","545","NaN","NaN","NaN","NaN","75","NaN","NaN","567","296","NaN","NaN","NaN","NaN","619","NaN","628","NaN","NaN","NaN","135","NaN","NaN","NaN","NaN","279","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","3816"
"27(1,C4)","Unknown15","NaN","458","NaN","NaN","NaN","758","NaN","NaN","NaN","NaN","135","NaN","NaN","719","455","NaN","NaN","NaN","NaN","740","NaN","1003","NaN","NaN","NaN","363","NaN","NaN","NaN","NaN","626","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","5849"
"28(1,D4)","Unknown16","NaN","278","NaN","NaN","NaN","676","NaN","NaN","NaN","NaN","117","NaN","NaN","657","277","NaN","NaN","NaN","NaN","682","NaN","652","NaN","NaN","NaN","144","NaN","NaN","NaN","NaN","400","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","4319"
"33(1,A5)","Unknown17","NaN","500","NaN","NaN","NaN","622","NaN","NaN","NaN","NaN","116","NaN","NaN","730","473","NaN","NaN","NaN","NaN","728","NaN","909","NaN","NaN","NaN","382","NaN","NaN","NaN","NaN","656","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","5706"
"34(1,B5)","Unknown18","NaN","386","NaN","NaN","NaN","740","NaN","NaN","NaN","NaN","117","NaN","NaN","747","323","NaN","NaN","NaN","NaN","765","NaN","850","NaN","NaN","NaN","232","NaN","NaN","NaN","NaN","550","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","5241"
"35(1,C5)","Unknown19","NaN","531","NaN","NaN","NaN","767","NaN","NaN","NaN","NaN","147","NaN","NaN","800","488","NaN","NaN","NaN","NaN","826","NaN","1178","NaN","NaN","NaN","292","NaN","NaN","NaN","NaN","698","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","6376"
"36(1,D5)","Unknown20","NaN","427","NaN","NaN","NaN","757","NaN","NaN","NaN","NaN","119","NaN","NaN","779","405","NaN","NaN","NaN","NaN","800","NaN","945","NaN","NaN","NaN","241","NaN","NaN","NaN","NaN","555","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","5595"
"37(1,E5)","Unknown54","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","21","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","53"
"41(1,A6)","Unknown21","NaN","385","NaN","NaN","NaN","567","NaN","NaN","NaN","NaN","89","NaN","NaN","606","345","NaN","NaN","NaN","NaN","595","NaN","693","NaN","NaN","NaN","271","NaN","NaN","NaN","NaN","498","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","4505"
"42(1,B6)","Unknown22","NaN","333","NaN","NaN","NaN","556","NaN","NaN","NaN","NaN","98","NaN","NaN","589","301","NaN","NaN","NaN","NaN","575","NaN","653","NaN","NaN","NaN","219","NaN","NaN","NaN","NaN","429","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","4175"
"43(1,C6)","Unknown23","NaN","414","NaN","NaN","NaN","718","NaN","NaN","NaN","NaN","115","NaN","NaN","754","387","NaN","NaN","NaN","NaN","765","NaN","848","NaN","NaN","NaN","244","NaN","NaN","NaN","NaN","638","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","5432"
"44(1,D6)","Unknown24","NaN","338","NaN","NaN","NaN","714","NaN","NaN","NaN","NaN","140","NaN","NaN","693","296","NaN","NaN","NaN","NaN","728","NaN","670","NaN","NaN","NaN","195","NaN","NaN","NaN","NaN","485","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","4741"
"49(1,A7)","Unknown25","NaN","426","NaN","NaN","NaN","667","NaN","NaN","NaN","NaN","117","NaN","NaN","734","376","NaN","NaN","NaN","NaN","759","NaN","832","NaN","NaN","NaN","278","NaN","NaN","NaN","NaN","611","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","5341"
"50(1,B7)","Unknown26","NaN","488","NaN","NaN","NaN","711","NaN","NaN","NaN","NaN","133","NaN","NaN","782","451","NaN","NaN","NaN","NaN","733","NaN","972","NaN","NaN","NaN","380","NaN","NaN","NaN","NaN","610","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","5851"
"51(1,C7)","Unknown27","NaN","351","NaN","NaN","NaN","581","NaN","NaN","NaN","NaN","101","NaN","NaN","531","314","NaN","NaN","NaN","NaN","529","NaN","542","NaN","NaN","NaN","386","NaN","NaN","NaN","NaN","423","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","4180"
"52(1,D7)","Unknown28","NaN","278","NaN","NaN","NaN","674","NaN","NaN","NaN","NaN","117","NaN","NaN","600","301","NaN","NaN","NaN","NaN","647","NaN","636","NaN","NaN","NaN","164","NaN","NaN","NaN","NaN","405","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","4270"
"53(1,E7)","Unknown55","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","29"
"54(1,F7)","Unknown56","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","12"
"57(1,A8)","Unknown29","NaN","358","NaN","NaN","NaN","460","NaN","NaN","NaN","NaN","95","NaN","NaN","539","304","NaN","NaN","NaN","NaN","509","NaN","561","NaN","NaN","NaN","217","NaN","NaN","NaN","NaN","456","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","3893"
"58(1,B8)","Unknown30","NaN","423","NaN","NaN","NaN","698","NaN","NaN","NaN","NaN","121","NaN","NaN","764","385","NaN","NaN","NaN","NaN","726","NaN","797","NaN","NaN","NaN","255","NaN","NaN","NaN","NaN","551","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","5252"
